CMPD_CHEMBLID	CANONICAL_SMILES	PCHEMBL_VALUE	ASSAY_CHEMBLID
CHEMBL3628223	CS(=O)(=O)c1ccc(cc1)c2cnn3ccc(nc23)c4cccc(c4)S(=O)(=O)C5CC5	6.3	CHEMBL3631371
CHEMBL363295	CC(CC(c1ccccc1)c2ccccc2)NC(C)(C)C	5.24	CHEMBL1676103
CHEMBL3634812	Fc1ccc(C(=O)C2CCN(CCCOc3ccc(cc3)c4oc5ccccc5n4)CC2)c(F)c1	6.07	CHEMBL3635896
CHEMBL3634813	Fc1ccc2c(noc2c1)C3CCN(CCCOc4ccc(cc4)c5oc6ccccc6n5)CC3	5.43	CHEMBL3635896
CHEMBL3634821	Fc1ccc2c(noc2c1)C3CCN(CCCOc4ccc(Cc5oc6ccccc6n5)cc4)CC3	5.22	CHEMBL3635896
CHEMBL3634824	Fc1ccc2c(noc2c1)C3CCN(CCCOc4ccc(CCc5oc6ccccc6n5)cc4)CC3	6.2	CHEMBL3635896
CHEMBL3634825	CC(c1ccc(OCCCN2CCC(CC2)c3noc4cc(F)ccc34)cc1)c5oc6ccccc6n5	6	CHEMBL3635896
CHEMBL3640290	COc1nc(nc(C)c1F)N2C[C@H]3C(=O)N(C)C(=N)N[C@]3(C2)c4ccc(F)cc4F	5.72	CHEMBL3801565
CHEMBL364102	CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc3cc(F)ccc3F)cc1)C(=O)O.OC(=O)C(F)(F)F	4.12	CHEMBL829261
CHEMBL364512	CC1=C(CCN2CCC(CC2)C3NOc4cc(F)ccc34)C(=O)N5CCCCC5=N1	6.82	CHEMBL829152
CHEMBL364912	COc1cccc(C(=O)N2CCCC2)c1OCc3csc(n3)c4ccc(Cl)cc4	5.11	CHEMBL827704
CHEMBL365062	NCc1ccc(F)c(c1)C2CCN(CC2)C(=O)c3cc(cc(c3)c4onc(n4)c5cccs5)C(=O)N	4.77	CHEMBL827842
CHEMBL3650825	Cc1cc(Cl)cnc1C(=O)Nc2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2	5.31	CHEMBL3705667
CHEMBL3650827	NC1=NC2(CO1)c3cc(NC(=O)c4ccc(cn4)C#N)ccc3OCC25CC5	5.44	CHEMBL3705667
CHEMBL3650830	NC1=NC2(c3cccc(F)c13)c4cc(ccc4OCC25CC5)c6cncnc6	5.37	CHEMBL3705667
CHEMBL3650831	NC1=NC2(CO1)c3cc(ccc3OC(Cc4ccccc4)C25COC5)c6cncnc6	5.11	CHEMBL3705667
CHEMBL3650834	CC#Cc1cncc(c1)c2ccc3OC(CC4CC4)C5(COC5)C6(COC(=N6)N)c3c2	5.28	CHEMBL3705667
CHEMBL3650838	NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cncc7ccccc67	5.43	CHEMBL3705667
CHEMBL3650845	CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]4(COC(=N4)N)C15COC5	4.69	CHEMBL3705667
CHEMBL3650848	CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]4(COC(=N4)N)C15CC5	5.49	CHEMBL3705667
CHEMBL3650850	COc1cnc(cn1)C(=O)Nc2ccc3OC(C)(C)C4(CC4)[C@]5(COC(=N5)N)c3c2	4.68	CHEMBL3705667
CHEMBL3650851	CC1(C)Oc2ccc(NC(=O)c3cnc(cn3)C(F)F)cc2[C@@]4(COC(=N4)N)C15CC5	4.82	CHEMBL3705667
CHEMBL3651966	C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	4.92	CHEMBL3749925
CHEMBL3670638	COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CC6(CCCO6)C5)cc4	4.89	CHEMBL3791472
CHEMBL3670640	O=C(N1CC(C1)Oc2ccc(CN3CC4(CCOC4)C3)cc2)c5oc(nn5)c6ccccc6	4.8	CHEMBL3791472
CHEMBL3670644	COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CCCC56COC6)cc4	4.92	CHEMBL3791472
CHEMBL3687984	CN1C(=O)CN2C(=O)c3c(N=C12)nc(N4CCC[C@@H](N)C4)n3Cc5cc(F)ccc5C#N	4.4	CHEMBL3816322
CHEMBL368895	CN(C)CCCn1nc(C2=C(C(=O)NC2=O)c3cn(c4ccc5ccccc5c4)c6ccccc36)c7ccccc17	7.55	CHEMBL827917
CHEMBL3692706	Cc1c(CCN2CCN(CC2)C(=O)Cc3ccc(nc3)n4cnnn4)ccc5C(=O)OCc15	4.54	CHEMBL3797009
CHEMBL3696117	Clc1ccc(Cn2c(\C=C\C3CCN(CC4CCCCC4)C3)nc5cc(Br)ccc25)cc1	5.96	CHEMBL3706049
CHEMBL3696118	CN1CCCC1\C=C\c2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4	6.01	CHEMBL3706049
CHEMBL3696119	Cc1cc2nc(\C=C\C3CCNC3)n(Cc4ccc(Cl)cc4)c2cc1C	5.8	CHEMBL3706049
CHEMBL3696120	Cc1cc2nc(CC3CCNCC3)n(Cc4ccc(Cl)cc4)c2cc1C	5.96	CHEMBL3706049
CHEMBL3696121	Cc1cc2nc(CC3CC4CCC(C3)N4)n(Cc5ccc(Cl)cc5)c2cc1C	5.37	CHEMBL3706049
CHEMBL3699563	CC1CC(Cc2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4)CCN1	6.24	CHEMBL3706049
CHEMBL3699564	CC(Cc1ccncc1)c2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4	5.06	CHEMBL3706049
CHEMBL3699565	Cc1cc2nc(CC3CCCNC3)n(Cc4ccc(Cl)cc4)c2cc1C	6.31	CHEMBL3706049
CHEMBL3699567	CN1CCCC1CCc2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4	6.59	CHEMBL3706049
CHEMBL3699572	Clc1ccc(Cn2c(nc3cc(Cl)c(Cl)cc23)C4=CNC(=O)C=C4)cc1Cl	5.3	CHEMBL3706049
CHEMBL3699573	Cc1cc2nc(\C=C\c3ccccc3)n(Cc4ccc(Cl)cc4)c2cc1C	5.4	CHEMBL3706049
CHEMBL3699574	Clc1ccc(Cn2c(CN3CCCC3=O)nc4ccccc24)cc1	5.16	CHEMBL3706049
CHEMBL3699576	Cc1cc2nc(CC3CCCC3)n(Cc4ccc(Cl)cc4)c2cc1C	5.89	CHEMBL3706049
CHEMBL3699579	COc1ccc2nc(CN3CCC[C@H]3CO)n(Cc4ccc(Cl)cc4)c2c1	5.3	CHEMBL3706049
CHEMBL3699580	Cc1ccc2nc(CN3CCCC3)n(Cc4ccc(Cl)cc4)c2c1	6.19	CHEMBL3706049
CHEMBL370072	C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3cccc(c3)c4noc(O)n4.OC(=O)C(F)(F)F	4.55	CHEMBL829377
CHEMBL3703220	NC1=NC2(CO1)c3cc(Br)ccc3OC(Cc4ccccc4)C25COC5	5.1	CHEMBL3705667
CHEMBL3703237	NC1=NC2(CO1)c3cc(NC(=O)c4ccc(Cl)cn4)ccc3OCC25CC5	5.66	CHEMBL3705667
CHEMBL3703254	CC#Cc1cncc(c1)c2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2	5.32	CHEMBL3705667
CHEMBL3703255	CC#Cc1cncc(c1)c2ccc3OCC4(COC4)C5(COC(=N5)N)c3c2	5.03	CHEMBL3705667
CHEMBL3703258	NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(c5)C6CC6	5.46	CHEMBL3705667
CHEMBL3703259	NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(OCC(F)(F)F)c5	5.24	CHEMBL3705667
CHEMBL3703260	NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(OCC(F)F)c5	5.16	CHEMBL3705667
CHEMBL3703261	NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(OC(F)F)c5	5.56	CHEMBL3705667
CHEMBL3703262	NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cnc6[nH]ccc6c5	5.04	CHEMBL3705667
CHEMBL3703263	NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cnc6[nH]cc(Cl)c6c5	5.35	CHEMBL3705667
CHEMBL3703264	CCc1cncc(c1)c2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2	5.35	CHEMBL3705667
CHEMBL3703265	NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(OCC(F)(F)C(F)F)c5	5.78	CHEMBL3705667
CHEMBL3703266	COc1ccnc(c1)c2ccc3OC(C)(C)C4(COC4)C5(COC(=N5)N)c3c2	5.01	CHEMBL3705667
CHEMBL3703268	CC#Cc1cncc(c1)c2ccc3OCC4(COC4)C5(CSC(=N5)N)c3c2	5.22	CHEMBL3705667
CHEMBL3703271	COc1cncc(c1)c2ccc3OC4(CCC4)C5(COC5)C6(COC(=N6)N)c3c2	5.09	CHEMBL3705667
CHEMBL3703285	CCC1Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cncc(c5)C#CC	5.1	CHEMBL3705667
CHEMBL3703289	CCCC1Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cncc(c5)C#CC	5.27	CHEMBL3705667
CHEMBL3703295	NC1=NC2(CO1)c3cc(ccc3OCC24CCC4)c5cncnc5	5.28	CHEMBL3705667
CHEMBL3703298	NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cc(Cl)cnc5F	5.49	CHEMBL3705667
CHEMBL3703299	COc1cncc(c1)c2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2	5.1	CHEMBL3705667
CHEMBL3703300	CCOc1cncc(c1)c2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2	5.24	CHEMBL3705667
CHEMBL3703301	NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(Cl)c5	5.54	CHEMBL3705667
CHEMBL3703304	CC#Cc1cncc(c1)c2cc3c(OCC4(CC4)C35COC(=N5)N)cc2F	5.37	CHEMBL3705667
CHEMBL3706574	COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4C1C(C)C	5.84	CHEMBL1676103
CHEMBL370805	COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3	5.14	CHEMBL766814
CHEMBL372575	Cc1noc(n1)\C(=C\c2cccc(c2)c3cc(cc4cccnc34)C(C)(C)S(=O)(=O)C)\c5ccc(cc5)S(=O)(=O)C	4.3	CHEMBL984535
CHEMBL3734774	Fc1ccc(cc1)n2ncc3C[C@@]4(CN(CCC4=Cc23)S(=O)(=O)c5ccc(cc5)C(F)(F)F)C(=O)c6ccccn6	5.3	CHEMBL3736641
CHEMBL3734797	Cc1noc(n1)[C@H]2C[C@@H]2C(=O)NCc3ccc(c4CCN(Cc34)C(=O)NC(C)(C)C)c5cccc(OC(F)(F)F)c5	5.63	CHEMBL3737860
CHEMBL3735329	N[C@H]1C[C@H](CO[C@@H]1c2cc(F)ccc2F)N3Cc4cn(nc4C3)S(=O)(=O)C5CC5	4.68	CHEMBL3738365
CHEMBL3735376	Fc1ccc(cc1)n2ncc3C[C@@]4(CN(CCC4=Cc23)S(=O)(=O)c5ccc(F)cc5)C(=O)c6ccccn6	6.01	CHEMBL3736641
CHEMBL3736345	CC(C)(C)n1nnc2CC(CCc12)n3cnc(n3)c4ccc(F)cc4	5.2	CHEMBL3738912
CHEMBL373860	O=C(N1CCN(CC1)C2CC2)N3Cc4ccccc4C3	4.28	CHEMBL1827362
CHEMBL3740256	Fc1ccc2c(noc2c1)C3CCN(CC4CCN(CC4)S(=O)(=O)c5ccc(cc5)C(F)(F)F)CC3	5.86	CHEMBL3744556
CHEMBL3740291	CC1(CN(C1)c2cc(COc3ccc(F)c(F)c3F)nc(n2)c4ccccn4)C#N	5	CHEMBL3744110
CHEMBL3740472	COCCCN1C[C@@H]2[C@@H](CNC(=O)c3nc(C(C)C)n4ccccc34)[C@@H]2C1	5.29	CHEMBL3744957
CHEMBL3741159	FC(F)(F)c1cc(ccc1Cl)C(=O)N2CCN(CC2)C3=CC(=O)NC(=O)N3Cc4ccc(OS(=O)(=O)c5cccc6cnccc56)cc4	4.32	CHEMBL3745212
CHEMBL3741292	[O-][N+](=O)c1ccc(cc1)S(=O)(=O)N2CCC(CN3CCC(CC3)c4noc5cc(F)ccc45)CC2	5.42	CHEMBL3744556
CHEMBL3741589	OC(=O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1	4.11	CHEMBL3744630
CHEMBL3741735	Fc1ccc(OCc2cc(OCC3(F)COC3)nc(n2)c4ccccn4)c(F)c1F	5.2	CHEMBL3744110
CHEMBL374493	CC(C)N1CCN(CC1)C(=O)N2CCC(CC2)c3ccccc3	4.28	CHEMBL1827362
CHEMBL3745816	CC(C)(C)c1onc(NC(=O)n2ccc3cc(Oc4ncnc5CNCc45)ccc23)c1	4.63	CHEMBL3749265
CHEMBL3745890	Cn1nnc(n1)[C@H]2[C@@H]3CN(C[C@H]23)C(=O)c4ccc(C[C@@H]5CC[C@@H](N5)[C@H](O)c6ccccc6)cc4	4.77	CHEMBL3750698
CHEMBL3746204	CNCc1cc(Oc2ccc3c(ccn3C(=O)Nc4ccc(F)c(c4)C(F)(F)F)c2)ncn1	5.24	CHEMBL3749265
CHEMBL3746226	CC(C)(C)c1onc(NC(=O)n2ccc3cc(Oc4ncnc5CNCCc45)ccc23)c1	5.16	CHEMBL3749265
CHEMBL3746280	CC1(C)CC2(CCN(CC2)C(=O)c3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccccc5)cc3)C(=O)O1	4.51	CHEMBL3750698
CHEMBL3746776	C[C@H]1Cc2c(CN1)ncnc2Oc3ccc4c(ccn4C(=O)Nc5cc([nH]n5)C6(C)CC6)c3	4.56	CHEMBL3749265
CHEMBL3746885	CCOC(=O)[C@@H]1[C@@H]2CN(C[C@H]12)C(=O)c3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccccc5)cc3	4.92	CHEMBL3750698
CHEMBL3747226	FC(F)(F)c1cccc(NC(=O)n2ccc3cc(Oc4ncnc5CNCCc45)ccc23)c1	5.05	CHEMBL3749265
CHEMBL3747244	O[C@@H]([C@H]1CC[C@@H](Cc2ccc(cc2)C(=O)N3CCC4(CCOC4=O)CC3)N1)c5ccccc5	4.34	CHEMBL3750698
CHEMBL3747266	C[C@H]1Cc2c(CN1)ncnc2Oc3ccc4c(ccn4C(=O)Nc5cccc(c5)C(F)(F)F)c3	4.97	CHEMBL3749265
CHEMBL3747356	O[C@@H]([C@H]1CC[C@@H](Cc2ccc(cc2)C(=O)N3C[C@@H]4[C@H](C3)[C@H]4c5ocnn5)N1)c6ccccc6	4.26	CHEMBL3750698
CHEMBL3747455	CCc1oc(nn1)[C@H]2[C@@H]3CN(C[C@H]23)C(=O)c4ccc(C[C@@H]5CC[C@@H](N5)[C@H](O)c6ccccc6)cc4	4.44	CHEMBL3750698
CHEMBL3747481	FC(F)(F)c1cccc(NC(=O)n2ccc3cc(Oc4ncnc5CNCc45)ccc23)c1	4.81	CHEMBL3749265
CHEMBL3747487	CCOC(=O)C1CCN(CC1)C(=O)c2ccc(C[C@@H]3CC[C@@H](N3)[C@H](O)c4ccccc4)cc2	5.08	CHEMBL3750698
CHEMBL3747546	CCOC(=O)[C@H]1[C@@H]2CN(C[C@H]12)C(=O)c3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccccc5)cc3	5.16	CHEMBL3750698
CHEMBL3747669	C[C@H]1Cc2c(CN1)ncnc2Oc3ccc4c(ccn4C(=O)Nc5cc(on5)C(C)(C)C)c3	4.96	CHEMBL3749265
CHEMBL375131	FC(F)(F)Oc1ccccc1CC(N2CCNCC2)c3ccccc3	4.96	CHEMBL1120514
CHEMBL3752010	CO\N=C(\Cc1c(F)cnc2ccc(OC)nc12)/C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5	5.6	CHEMBL3755637
CHEMBL3752154	COc1ccc2ncc(F)c(CC(N)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	4.84	CHEMBL3755637
CHEMBL3752550	COc1ccc2ncc(F)c(CC(F)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	5.5	CHEMBL3755637
CHEMBL3752587	CO[C@@H](Cc1c(F)cnc2ccc(OC)nc12)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5	5.22	CHEMBL3755637
CHEMBL3752808	COc1ccc2ncc(F)c(C(CC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)C(=O)O)c2n1	6	CHEMBL3755637
CHEMBL3752949	COc1ccc2ncc(F)c(CC(NS(=O)(=O)C)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	5.48	CHEMBL3755637
CHEMBL3753081	CCOC(=O)C(CC12CCC(CC1)(CO2)NCc3ccc4OCC(=O)Nc4n3)c5c(F)cnc6ccc(OC)nc56	5.08	CHEMBL3755637
CHEMBL3753230	COc1ccc2ncc(F)c(CC(NOC(=O)C)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	4.74	CHEMBL3755637
CHEMBL3753257	COc1ccc2ncc(F)c(CC(OCCO)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	5.85	CHEMBL3755637
CHEMBL375330	CN([C@@H]1CCN(CCCc2ccc(Cl)cc2)C1)C(=O)N3CC[C@@H](C3)N(C)C(=O)c4ccc(cc4)c5ccc(cc5)C(F)(F)F	6.77	CHEMBL869869
CHEMBL3753613	COc1ccc2ncc(F)c(CC(C)(O)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	5.22	CHEMBL3755637
CHEMBL3753718	COc1ccc2ncc(F)c([C@H](O)[C@@H](O)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	4.44	CHEMBL3755637
CHEMBL3753861	COc1ccc2ncc(F)c(CC(O)(C(F)(F)F)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	5.62	CHEMBL3755637
CHEMBL3753902	COc1ccc2ncc(F)c(C(O)CC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	5.4	CHEMBL3755637
CHEMBL3753912	COc1ccc2ncc(F)c(C\C(=N/O)\C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	5.8	CHEMBL3755637
CHEMBL3753978	COc1ccc2ncc(F)c(C(CO)CC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	4.96	CHEMBL3755637
CHEMBL3753988	COc1ccc2ncc(F)c([C@@H](O)[C@H](O)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	4.22	CHEMBL3755637
CHEMBL3754022	COc1ccc2ncc(F)c(C\C(=N\O)\C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	5.27	CHEMBL3755637
CHEMBL3754125	COc1ccc2ncc(F)c([C@H]3OC(=O)O[C@@H]3C45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c2n1	4.95	CHEMBL3755637
CHEMBL3754192	COc1ccc2ncc(F)c(c2n1)C(C)(O)CC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5	5.19	CHEMBL3755637
CHEMBL3754258	COc1ccc2ncc(F)c(C(=O)CC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	5.43	CHEMBL3755636
CHEMBL3754299	COc1ccc2ncc(F)c(CC(=O)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	5.03	CHEMBL3755637
CHEMBL3754515	Nc1ccc(cn1)c2cnc(N)c(c2)c3ccc(Cl)cc3	5.75	CHEMBL3755587
CHEMBL3754692	COc1ccc2ncc(F)c(CC(OCC(=O)O)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	5.52	CHEMBL3755637
CHEMBL3754742	COc1ccc2ncc(F)c([C@@H]3OC(=O)O[C@H]3C45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c2n1	5.31	CHEMBL3755637
CHEMBL375571	CC(C)N1CCN(CC1)C(=O)N2CCC(=CC2)c3ccccc3	4.65	CHEMBL1827362
CHEMBL375745	CS(=O)(=O)c1ccc(c(F)c1)c2noc(n2)[C@@H](CC3CC3)[C@H](N)C(=O)N4CC[C@H](F)C4.OC(=O)C(F)(F)F	4.23	CHEMBL855968
CHEMBL3758199	CO[C@@H]1CN(CCCn2ccnc2)CC[C@@H]1NC(=O)c3cc(Cl)c(N)cc3OC	5.14	CHEMBL3762972
CHEMBL3758288	COc1ccc2c(c1)[C@@H]3C[C@@]3(Cn4c2c(C5CCCCC5)c6ccc(cc46)C(=O)NS(=O)(=O)C(C)C)C(=O)N7C8CCC7CN(C)C8	4.39	CHEMBL3762781
CHEMBL3758397	CCC(=S)N1CCC(CN2CC[C@H](NC(=O)c3cc(Cl)c(N)cc3OC)[C@@H](C2)OC)CC1	5.54	CHEMBL3762972
CHEMBL3758398	CCOC(=O)N1CCC(CN2CC[C@H](NC(=O)c3cc(Cl)c(N)cc3OC)[C@@H](C2)OC)CC1	5.34	CHEMBL3762972
CHEMBL3758433	CO[C@@H]1CN(CC2CCN(CC2)C(=O)CC(C)C)CC[C@@H]1NC(=O)c3cc(Cl)c(N)cc3OC	5	CHEMBL3762972
CHEMBL3758674	CO[C@@H]1CN(CC2CCN(CC2)C(=S)C(C)C)CC[C@@H]1NC(=O)c3cc(Cl)c(N)cc3OC	5.95	CHEMBL3762972
CHEMBL3758932	CO[C@@H]1CN(CCCn2cccc2)CC[C@@H]1NC(=O)c3cc(Cl)c(N)cc3OC	5.17	CHEMBL3762972
CHEMBL3758976	CO[C@@H]1CN(CC2CCN(CC2)C(=O)NC(C)C)CC[C@@H]1NC(=O)c3cc(Cl)c(N)cc3OC	5.12	CHEMBL3762972
CHEMBL3759601	CO[C@@H]1CN(CCCn2cncn2)CC[C@@H]1NC(=O)c3cc(Cl)c(N)cc3OC	5.11	CHEMBL3762972
CHEMBL3759768	COc1ccc2c(c1)[C@@H]3C[C@@]3(Cn4c2c(C5CCCCC5)c6ccc(cc46)C(=O)NS(=O)(=O)C7CCC7)C(=O)N8C9CCC8CN(C)C9	4.42	CHEMBL3762781
CHEMBL3759928	CO[C@@H]1CN(CCC(=O)N2CCC(Cc3ccccc3)CC2)CC[C@@H]1NC(=O)c4cc(Cl)c(N)cc4OC	5.43	CHEMBL3762972
CHEMBL3759969	CO[C@@H]1CN(CC2CCN(CC2)C(=O)OC)CC[C@@H]1NC(=O)c3cc(Cl)c(N)cc3OC	5	CHEMBL3762972
CHEMBL3760108	COc1ccc2c(c1)[C@@H]3C[C@@]3(Cn4c2c(C5CCCCC5)c6ccc(cc46)C(=O)NS(=O)(=O)CC(C)C)C(=O)N7C8CCC7CN(C)C8	4.78	CHEMBL3762781
CHEMBL3763999	Cl.N[C@H](CO)c1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5NC(=O)CCc45)cc3C2	4.86	CHEMBL3767785
CHEMBL3764017	CC1(C)CCc2cc(ccc2O1)S(=O)(=O)N(CC(=O)O)C3(CCC3)c4cccc(c4)c5cc(Cl)cc(Cl)c5	4.4	CHEMBL3768879
CHEMBL3764044	CC1(C)CCc2cc(ccc2O1)S(=O)(=O)N(CC(=O)O)Cc3cccc(c3)c4ccccc4	4.7	CHEMBL3768879
CHEMBL3764101	Cl.Cl.NCc1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5NC(=O)CCc45)cc3C2	5.18	CHEMBL3767785
CHEMBL3764238	Cl.Cl.CNCc1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5NC(=O)CCc45)cc3C2	5	CHEMBL3767785
CHEMBL3764357	Cl.Cl.CN(C)Cc1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5NC(=O)CCc45)cc3C2	5.2	CHEMBL3767785
CHEMBL3764377	OC(=O)CN(Cc1cccc(c1)c2ccccc2OC(F)(F)F)S(=O)(=O)c3ccc(OC(F)F)cc3	4.96	CHEMBL3768879
CHEMBL3764650	Cl.COc1ccccc1N2CCN(CCCCCC(=O)n3c4ccccc4c5ccccc35)CC2	5.55	CHEMBL3768467
CHEMBL3764774	O[C@@H]([C@H]1CC[C@@H](Cc2ccc(NC(=O)CN3C=Nc4ccccc4C3=O)cc2)N1)c5ccccc5	5.7	CHEMBL3767769
CHEMBL3764870	Cl.Cl.OC1(CNC1)c2cc(cc(c2)C(F)(F)F)C(=O)N[C@@H]3CCc4ccc(Oc5ccnc6NC(=O)CCc56)cc4C3	5.31	CHEMBL3767785
CHEMBL3764895	Cl.Cl.CC(C)(N)c1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5NC(=O)CCc45)cc3C2	5.13	CHEMBL3767785
CHEMBL3765012	Cl.Cl.NC1(CCC1)c2cc(cc(c2)C(F)(F)F)C(=O)N[C@@H]3CCc4ccc(Oc5ccnc6NC(=O)CCc56)cc4C3	5.51	CHEMBL3767785
CHEMBL3765022	OC(=O)CN(C1(CCC1)c2ccc(cc2)c3ccccc3OC(F)(F)F)S(=O)(=O)c4ccc(OC(F)F)cc4	4.82	CHEMBL3768879
CHEMBL3765509	Cl.Cl.CCNCc1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5NC(=O)CCc45)cc3C2	5.25	CHEMBL3767785
CHEMBL376779	CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCNS(=O)(=O)c6ccccc6)c2)CC1	5.31	CHEMBL914755
CHEMBL3769968	Cl.NCC1CC1c2cc(F)c(F)cc2OCC=C	5.04	CHEMBL3774209
CHEMBL377114	Fc1ccc(cc1)C2CNC(=O)C23CCN(CC3)C4(CCCCC4)c5ccc(F)cc5	5.89	CHEMBL864852
CHEMBL377241	CN[C@@H]1CCN(C1)c2ccc(cn2)N3N=Cc4cc(sc4C3=O)c5ccc(cc5)C(F)(F)F	5.75	CHEMBL864914
CHEMBL377300	C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C	4.75	CHEMBL859790
CHEMBL3774411	Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5=CC(=O)NC=C5	5.6	CHEMBL3776609
CHEMBL3774412	COc1cccc(c1)N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23	6.1	CHEMBL3776609
CHEMBL3774431	Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(F)cc4)nnc1C5CCCCC5	6.5	CHEMBL3776609
CHEMBL3774462	Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5CCCC5	6.7	CHEMBL3776609
CHEMBL3774463	Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5CCCCC5	6.5	CHEMBL3776609
CHEMBL3774488	OC(=O)c1cccc(c1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6	6.08	CHEMBL3779605
