CMPD_CHEMBLID	CANONICAL_SMILES	PCHEMBL_VALUE	ASSAY_CHEMBLID
CHEMBL1778052	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@](C)(C[C@H](C)O2)OC)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C(C)C)[C@](C)(O)C[C@@H](C)[C@H](OCC(=O)NC)[C@H](C)[C@@H](O)[C@]1(C)O	4.52	CHEMBL1781403
CHEMBL1778190	C[C@@H]1CNc2cc(ccc2C(=O)N)n3c(CCCN1)c(C)c4C(=O)CC(C)(C)Cc34	5.5	CHEMBL1781362
CHEMBL1778865	COc1cc(F)ccc1c2cncc(CNCC3CC3)n2	5.72	CHEMBL1781193
CHEMBL1778867	COc1cc(F)ccc1c2cncc(CNC3CCCC3)n2	4.8	CHEMBL1781193
CHEMBL1779003	COc1cc(F)ccc1c2cncc(CNC3CCCC3)c2	5.72	CHEMBL1781193
CHEMBL1779004	COc1cc(F)ccc1c2cccc(CNC3CCCC3)c2	5.67	CHEMBL1781193
CHEMBL1779005	COc1cc(F)ccc1c2cccc(CNC3CCCC3)n2	5.21	CHEMBL1781193
CHEMBL1779006	COc1cc(F)ccc1c2cc(CNC3CCCC3)ccn2	5.42	CHEMBL1781193
CHEMBL1779007	COc1cc(F)ccc1c2cncc(CNC3CCCCC3)c2	5.66	CHEMBL1781193
CHEMBL1779008	COc1cc(F)ccc1c2cncc(CNC(C)C)c2	5.18	CHEMBL1781193
CHEMBL1779009	COc1cc(F)ccc1c2cncc(c2)C3CCCN3	5.06	CHEMBL1781193
CHEMBL1779010	COc1cc(F)ccc1c2cncc(NCc3ccccc3)c2	5.28	CHEMBL1781193
CHEMBL1779011	COc1cc(F)ccc1c2cncc(NC3CCCOC3)c2	5.03	CHEMBL1781193
CHEMBL1779012	COc1cc(F)ccc1c2cncc(CNC(=O)c3cnccn3)c2	5.15	CHEMBL1781193
CHEMBL1779013	COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccn3)c2	4.57	CHEMBL1781193
CHEMBL1779014	COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccc3)c2	4.73	CHEMBL1781193
CHEMBL1779016	COc1cc(F)ccc1c2cncc(CNC(=O)C3CCC3)c2	4.73	CHEMBL1781193
CHEMBL1779532	Cc1c2CCCN3CCCC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15	6.05	CHEMBL1780626
CHEMBL1779533	Cc1c2CCCN3CCOC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15	4.9	CHEMBL1780626
CHEMBL1779535	CC(=O)N1CCN2CCCc3c(C)c4C(=O)CC(C)(C)Cc4n3c5ccc(C(=O)N)c(NC[C@H]2C1)c5	4.61	CHEMBL1780626
CHEMBL1779536	Cc1c2CCCN3CC[C@H](CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15)C3	6.36	CHEMBL1780626
CHEMBL1779539	Cc1c2CCCN3C[C@@H](F)C[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15	4.79	CHEMBL1780626
CHEMBL1779545	C[C@@H]1Nc2cc(ccc2C(=O)N)n3c(CCCN4CCCC[C@H]14)c(C)c5C(=O)CC(C)(C)Cc35	5.82	CHEMBL1780626
CHEMBL1779547	Cc1c2CCCN3CCC[C@@H](C3)Nc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15	5.47	CHEMBL1780626
CHEMBL1779710	CC(C)(C)OC[C@H]1N(CCNC1=O)C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F	4.1	CHEMBL1781167
CHEMBL1782081	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6cc(NS(=O)(=O)C)c(F)cc6Cl)c7cccc(F)c7	4.5	CHEMBL1788065
CHEMBL1782375	CC(C)[C@@]1(CC[C@H](C1)N2CCC3COCCC23)C(=O)N4CCN(CC4)c5cc(ccn5)C(F)(F)F	5.96	CHEMBL1786160
CHEMBL1782376	CC(C)[C@@]1(CC[C@H](C1)NC2C3CCCC2COC3)C(=O)N4CCN(CC4)c5cc(ccn5)C(F)(F)F	5.89	CHEMBL1786160
CHEMBL1782377	CO[C@@H]1COCC[C@@H]1N(C)[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F	4.77	CHEMBL1786160
CHEMBL1782378	CO[C@@H]1COCC[C@@H]1N(C)[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cc(cnn4)C(F)(F)F	4.28	CHEMBL1786160
CHEMBL1782566	CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cncc(c4)C(F)(F)F	5.68	CHEMBL1786160
CHEMBL1782568	CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cncc(n4)C(F)(F)F	5.12	CHEMBL1786160
CHEMBL1782569	CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4ccnc(n4)C(F)(F)F	4.45	CHEMBL1786160
CHEMBL1782570	CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cc(ncn4)C(F)(F)F	4.37	CHEMBL1786160
CHEMBL1782571	CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4nncc(n4)C(F)(F)F	5.05	CHEMBL1786160
CHEMBL1782572	CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cc(cnn4)C(F)(F)F	4.5	CHEMBL1786160
CHEMBL1782576	CCO[C@H]1COCC[C@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F	5.19	CHEMBL1786160
CHEMBL1782577	CCO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F	5.07	CHEMBL1786160
CHEMBL1782578	CCC1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F	5.92	CHEMBL1786160
CHEMBL1782580	CC(C)[C@@]1(CC[C@H](C1)N[C@H]2CCOC[C@H]2O)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F	6.52	CHEMBL1786160
CHEMBL1783876	COc1ccc(cc1)N2C=Nc3c(sc4nccc(NCC#C)c34)C2=O	4.51	CHEMBL3361668
CHEMBL1784384	Cc1nc2ccccc2n1[C@H]3C[C@H]4CC[C@@H](C3)N4CCC5(CCN(CC5)C(=O)c6ccccc6)c7ccccc7	5.7	CHEMBL1788065
CHEMBL1784385	Cc1nc2ccccc2n1[C@H]3C[C@H]4CC[C@@H](C3)N4CCC5(CCN(CC5)C(=O)C(C)(C)C)c6ccccc6	6	CHEMBL1788065
CHEMBL1784405	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C(C)(C)C)c6cccc(F)c6	5.8	CHEMBL1788065
CHEMBL1784406	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C(C)(C)C(=O)O)c6cccc(F)c6	4.25	CHEMBL1788065
CHEMBL1784407	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C6(CCC6)C(=O)O)c7cccc(F)c7	4.35	CHEMBL1788065
CHEMBL1784409	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6cccc(c6)C(=O)O)c7ccccc7	4.3	CHEMBL1788065
CHEMBL1784464	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6cccc(c6)C(=O)N)c7ccccc7	4.6	CHEMBL1788065
CHEMBL1784465	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C(C)(C)c6nnn[nH]6)c7ccccc7	4.74	CHEMBL1788065
CHEMBL1784466	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C(C)(C)C(=O)NS(=O)(=O)C)c6ccccc6	4.6	CHEMBL1788065
CHEMBL1784467	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6cccc(c6)c7nnn[nH]7)c8ccccc8	4.5	CHEMBL1788065
CHEMBL1784468	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6cccc(c6)C(=O)NO)c7ccccc7	4.1	CHEMBL1788065
CHEMBL1784471	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C(C)(C)CO)c6ccccc6	5.22	CHEMBL1788065
CHEMBL1784472	COC(=O)c1cccc(c1)C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7ccccc7	6.1	CHEMBL1788065
CHEMBL1784473	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6cccc(c6)S(=O)(=O)N)c7ccccc7	4.2	CHEMBL1788065
CHEMBL1784475	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6ccc(cc6)S(=O)(=O)N)c7ccccc7	4.6	CHEMBL1788065
CHEMBL1784476	CNS(=O)(=O)c1cccc(c1)C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7ccccc7	4.2	CHEMBL1788065
CHEMBL1784477	CN(C)S(=O)(=O)c1cccc(c1)C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7ccccc7	5.7	CHEMBL1788065
CHEMBL1784511	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6cc(ccc6F)S(=O)(=O)N)c7cccc(F)c7	4.38	CHEMBL1788065
CHEMBL1784513	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6c(Cl)ccc(c6Cl)S(=O)(=O)N)c7cccc(F)c7	4.28	CHEMBL1788065
CHEMBL1784515	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6cc(c(F)cc6Cl)S(=O)(=O)NC7CCCC7)c8cccc(F)c8	4.51	CHEMBL1788065
CHEMBL1784516	CCNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7cccc(F)c7)c(Cl)cc1F	4.52	CHEMBL1788065
CHEMBL1784517	CC(C)NS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7cccc(F)c7)c(Cl)cc1F	4.89	CHEMBL1788065
CHEMBL1784518	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6cc(c(F)cc6Cl)S(=O)(=O)NC7CC7)c8cccc(F)c8	4.92	CHEMBL1788065
CHEMBL1784519	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6cc(c(F)cc6Cl)S(=O)(=O)NCC(F)(F)F)c7cccc(F)c7	5.1	CHEMBL1788065
CHEMBL1784520	CCCNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7cccc(F)c7)c(Cl)cc1F	5.05	CHEMBL1788065
CHEMBL1784521	CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7cccc(F)c7)c(Cl)cc1F	4.72	CHEMBL1788065
CHEMBL1784522	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6ccc(NS(=O)(=O)C)cc6Cl)c7cccc(F)c7	5	CHEMBL1788065
CHEMBL1784523	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6cc(NS(=O)(=O)C)c(F)cc6F)c7cccc(F)c7	4	CHEMBL1788065
CHEMBL1784524	Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6c(F)ccc(NS(=O)(=O)C)c6F)c7cccc(F)c7	4.44	CHEMBL1788065
CHEMBL1784526	CC(C)S(=O)(=O)Nc1cc(C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7cccc(F)c7)c(F)cc1F	5.05	CHEMBL1788065
CHEMBL1788206	CN1Cc2ccccc2[C@H](N=C1OCc3ccc(NS(=O)(=O)C)cc3)c4ccccc4.OC(=O)\C=C\C(=O)O	4.42	CHEMBL687333
CHEMBL1788304	Cl.CN1Cc2ccccc2[C@@H](N=C1CCc3ccc(NS(=O)(=O)C)cc3)c4ccc(F)cc4F	4.07	CHEMBL684971
CHEMBL1800137	CC(C)(N)C(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(F)cc4	5.25	CHEMBL1803471
CHEMBL1800168	CCS(=O)(=O)c1ccc2c(c1)nc(n2CC3CC3)C(C)(C)C	5.59	CHEMBL1803284
CHEMBL1800768	CC(C)(N)C(=O)N1CCn2c(C1)nc(c3cccc(F)c3)c2Nc4ccc(F)cc4	5.24	CHEMBL1803471
CHEMBL1800769	Cc1ccc(Nc2c(nc3CN(CCn23)C(=O)CN)c4ccc(F)cc4)cc1	4.96	CHEMBL1803471
CHEMBL1800770	Cc1ccc(Nc2c(nc3CN(CCn23)C(=O)C(C)(C)N)c4ccc(F)cc4)cc1	5.82	CHEMBL1803471
CHEMBL1800772	CC(C)(N)C(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(Cl)cc4	5.64	CHEMBL1803471
CHEMBL1800774	CC(C)(N)C(=O)N1CCn2c(C1)nc(c2Nc3ccc(F)c(F)c3)c4ccc(F)cc4	5.32	CHEMBL1803471
CHEMBL1800775	NCC(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(Cl)c(F)c4	4.68	CHEMBL1803471
CHEMBL1800776	CC(C)(N)C(=O)N1CCn2c(C1)nc(c2Nc3ccc(Cl)c(F)c3)c4ccc(F)cc4	5.25	CHEMBL1803471
CHEMBL1801188	Cc1nnc(N2CC[C@@H](F)C2)c3nn(c(C)c13)c4ccc(OCC(F)(F)F)cc4	6.5	CHEMBL1804921
CHEMBL1801191	COC1CN(C1)c2nnc(C)c3c(C)n(nc23)c4ccc(Cl)cc4OC(F)(F)F	5.4	CHEMBL1804921
CHEMBL1801192	CCOc1ccc(c(F)c1)n2nc3c(nnc(C)c3c2C)N4CC(C4)OC	5.22	CHEMBL1804921
CHEMBL1801204	COc1ccc(cc1CO)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C	4.52	CHEMBL2338825
CHEMBL1802360	Fc1ccc(OCCCN2CCC(CC2)N3C(=O)Nc4ccccc34)cc1	7.1	CHEMBL2149604
CHEMBL1802602	Cn1cc(cn1)c2cnc3C=Cc4ccc(NS(=O)(=O)C)cc4C(=O)c3c2	5	CHEMBL1803706
CHEMBL1802906	Cn1cc(cn1)c2cnc3C=Cc4ccc(NS(=O)(=O)N)cc4C(=O)c3c2	5.37	CHEMBL1803706
CHEMBL1802909	CN(Cc1cnccn1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5	5.15	CHEMBL1803706
CHEMBL1803004	CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4ccccc4	6.54	CHEMBL1803706
CHEMBL180672	CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3cccc(Cl)c3C#N	6.71	CHEMBL832717
CHEMBL1808642	ONC(=O)\C=C\c1ccc2CN(Cc3ccccc3)Cc2c1	4.56	CHEMBL1810945
CHEMBL1808643	ONC(=O)\C=C\c1ccc2CN(CCC3CCCCC3)Cc2c1	4.66	CHEMBL1810945
CHEMBL1808645	ONC(=O)\C=C\c1ccc2CN(CCc3cnn4ccccc34)Cc2c1	5.28	CHEMBL1810945
CHEMBL1809045	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C5CCN(CC5)C(=O)C	4.92	CHEMBL1810388
CHEMBL1809046	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C5CCNCC5	5.04	CHEMBL1810388
CHEMBL1809048	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCCN(CC5)C(=O)C	4.96	CHEMBL1810388
CHEMBL1809049	COc1cc(OC2CCN(CC2)C(=O)C)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45	5	CHEMBL1810388
CHEMBL1809050	COc1cc(OC2CCNCC2)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45	5.32	CHEMBL1810388
CHEMBL1809052	COc1cc(OC2CNC2)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45	5.23	CHEMBL1810388
CHEMBL1809053	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCOCC5	5.5	CHEMBL1810388
CHEMBL1809054	COc1cc(CN2CCOCC2)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45	5	CHEMBL1810388
CHEMBL1809055	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C(=O)N5CCOCC5	5.57	CHEMBL1810388
CHEMBL1809056	COc1cc(CC(=O)N2CCOCC2)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45	5.06	CHEMBL1810388
CHEMBL1809058	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6CNCC(C5)O6	5.28	CHEMBL1810388
CHEMBL1809059	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6CN(CCO)CC(C5)O6	5.82	CHEMBL1810388
CHEMBL1809060	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6COCC(C5)N6	5	CHEMBL1810388
CHEMBL1809061	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCNCC5	5.34	CHEMBL1810388
CHEMBL1809062	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CCO)CC5	5.43	CHEMBL1810388
CHEMBL1809063	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC(=O)N(C)C)CC5	4.92	CHEMBL1810388
CHEMBL1809064	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CCS(=O)(=O)C)CC5	5.03	CHEMBL1810388
CHEMBL1809068	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)N(C)C	4.8	CHEMBL1810388
CHEMBL1809069	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)CO	4.85	CHEMBL1810388
CHEMBL1809070	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)[C@H](C)O	5.09	CHEMBL1810388
CHEMBL1809071	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)[C@@H](C)O	4.82	CHEMBL1810388
CHEMBL1809072	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)CN	4.8	CHEMBL1810388
CHEMBL1809073	CNCC(=O)N1CCN(CC1)c2ccc(Nc3ncc(Cl)c(n3)c4cnc5ccccn45)c(OC)c2	5.02	CHEMBL1810388
CHEMBL1809074	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)[C@H](C)N	5.03	CHEMBL1810388
CHEMBL1809075	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)[C@@H](C)N	4.85	CHEMBL1810388
CHEMBL1809076	COc1ccc(cc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C	5.37	CHEMBL1810388
CHEMBL1809077	COc1ccc(cc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCNCC5	5.32	CHEMBL1810388
CHEMBL1809078	COc1ccc(cc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCOCC5	5.29	CHEMBL1810388
CHEMBL1809079	COc1ccc(cc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C(=O)N5CCOCC5	5.89	CHEMBL1810388
CHEMBL1813015	CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCc4ccccc4C3)c1	5.42	CHEMBL1816132
CHEMBL1813043	CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)OCc4ccc(C)cc4)c1C	5.71	CHEMBL1816132
CHEMBL1813044	CC(C)c1ccc(COC2CCN(CC2)c3ncnc(Nc4cccc(NC(=O)C)c4C)n3)cc1	6.36	CHEMBL1816132
CHEMBL1813049	CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)Oc4ccc(cc4)C(F)(F)F)c1C	5.39	CHEMBL1816132
CHEMBL1813050	CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)Oc4ccc(OC(F)(F)F)cc4)c1C	5.59	CHEMBL1816132
CHEMBL1813057	C[C@@H]1CCCN1CCCOc2ccc(cc2)C3=NN(C)C(=O)C=C3	4.89	CHEMBL1816830
CHEMBL1813065	C[C@@H]1CCCN1CCCOc2ccc(cc2)C3=CC(=O)NN=C3	5	CHEMBL2038956
CHEMBL1813314	CN1C[C@H]2CCCC[C@]2(C1)c3ccc(Cl)c(Cl)c3	5.38	CHEMBL1816746
CHEMBL1813315	CN1C[C@@H]2CCCC[C@@]2(C1)c3ccc(Cl)c(Cl)c3	5.64	CHEMBL1816746
CHEMBL1813316	CCN1C[C@H]2CCCC[C@]2(C1)c3ccc(Cl)c(Cl)c3	5.33	CHEMBL1816746
CHEMBL1813317	CCN1C[C@@H]2CCCC[C@@]2(C1)c3ccc(Cl)c(Cl)c3	5.36	CHEMBL1816746
CHEMBL1813471	Clc1ccc(cc1Cl)[C@]23CCCC[C@H]2CNC3	5.19	CHEMBL1816746
CHEMBL1813472	Clc1ccc(cc1Cl)[C@@]23CCCC[C@@H]2CNC3	5.44	CHEMBL1816746
CHEMBL1813474	Clc1ccc(cc1Cl)[C@]23CCC[C@H]2CNC3	5.19	CHEMBL1816746
CHEMBL1813475	Clc1ccc(cc1Cl)[C@@]23CCC[C@@H]2CNC3	5.28	CHEMBL1816746
CHEMBL1813478	CN1C[C@@H]2CCC[C@@]2(C1)c3ccc(Cl)c(Cl)c3	5.25	CHEMBL1816746
CHEMBL1813484	CN1C[C@H]2CCC[C@]2(C1)c3ccc(Cl)c(Cl)c3	5.27	CHEMBL1816746
CHEMBL181350	CCN(CC)c1ccc(NC(=O)C2(CCc3cccc(OC)c3C2)N(C)C(=O)OCC(C)C)cc1	5.22	CHEMBL914485
CHEMBL1814154	CCc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)cc3)C(=O)NC(C)(C)c4nnnn4C	4.64	CHEMBL1816994
CHEMBL1818218	CC(C)CNc1nc(ncc1C(=O)NCc2ccccc2)N3CCN(CC4CCCOC4)CC3	6.24	CHEMBL1820160
CHEMBL1818303	CN(C)CCC1CCN(CC1)c2cc(C(=O)NC[C@@H]3CC[C@@H](CNC(=O)OCC(C)(C)C)CC3)c4ccccc4n2	4.85	CHEMBL1820828
CHEMBL1818341	CC(C)CNCc1ccc(cc1)c2ccccc2S(=O)(=O)N3CCCC3	5.62	CHEMBL3269792
CHEMBL1818821	COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4ccccc4F)nn3	5.6	CHEMBL1820233
CHEMBL1818822	COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4cccc(F)c4)nn3	5.57	CHEMBL1820233
CHEMBL1818823	COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4ccc(F)cc4)nn3	5.66	CHEMBL1820233
CHEMBL1818824	COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4cccc(c4)C(F)(F)F)nn3	5.9	CHEMBL1820233
CHEMBL1818825	COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4cccc(OC(F)(F)F)c4)nn3	6.14	CHEMBL1820233
CHEMBL1818826	COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4cc(cc(c4)C(C)(C)C)C(C)(C)C)nn3	6.5	CHEMBL1820233
CHEMBL1818827	COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4cc(Br)cc(Br)c4)nn3	7	CHEMBL1820233
CHEMBL1818828	COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4cc(cc(c4)C(F)(F)F)C(F)(F)F)nn3	6.41	CHEMBL1820233
CHEMBL1818829	COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4ccc(cc4)C(C)(C)C)nn3	6.41	CHEMBL1820233
CHEMBL1818830	COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4cccc5cccnc45)nn3	5.27	CHEMBL1820233
CHEMBL1818833	COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4ccc(cc4)c5noc(C)n5)nn3	5.09	CHEMBL1820233
CHEMBL1818835	COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4csc5ccccc45)nn3	5.67	CHEMBL1820233
CHEMBL1819090	CN1C(=O)N(C)c2cc(N3CCC[C@@](C)(N)C3)n(Cc4cc(F)ccc4C#N)c2C1=O	4.52	CHEMBL1821020
CHEMBL1819137	CCN(CCc1c[nH]c2ccccc12)Cc3ccc(\C=C\C(=O)NO)cc3	5.23	CHEMBL1820401
CHEMBL1819138	Cc1[nH]c2ccccc2c1CCN(CCF)Cc3ccc(\C=C\C(=O)NO)cc3	5.24	CHEMBL1820401
CHEMBL1819141	CCCN(CCc1c[nH]c2ccccc12)Cc3ccc(\C=C\C(=O)NO)cc3	5.18	CHEMBL1820401
CHEMBL1819255	ONC(=O)\C=C\c1ccc(CNCCc2c([nH]c3ccccc23)c4ccccc4)cc1	5.83	CHEMBL1820401
CHEMBL1819256	ONC(=O)\C=C\c1ccc(CNCCc2c([nH]c3ccccc23)c4ccccn4)cc1	5.81	CHEMBL1820401
CHEMBL1819257	COc1ccncc1c2[nH]c3ccccc3c2CCNCc4ccc(\C=C\C(=O)NO)cc4	5.07	CHEMBL1820401
CHEMBL1819258	ONC(=O)\C=C\c1ccc(CNCCc2c([nH]c3ccccc23)c4cccs4)cc1	6.32	CHEMBL1820401
CHEMBL1819259	Cc1onc(C)c1c2[nH]c3ccccc3c2CCNCc4ccc(\C=C\C(=O)NO)cc4	4.51	CHEMBL1820401
CHEMBL1819260	CC(C)(C)c1[nH]c2ccccc2c1CCNCc3ccc(\C=C\C(=O)NO)cc3	5.13	CHEMBL1820401
CHEMBL1819272	ONC(=O)\C=C\c1ccc(CNCCc2c(nn3ccccc23)c4ccccc4)cc1	4.98	CHEMBL1820401
CHEMBL1819273	CC(C)N(CCc1c(C)nn2ccccc12)Cc3ccc(\C=C\C(=O)NO)cc3	5	CHEMBL1820401
